Age,Gender,Employment_Status,Disposable_Income,Preferred_Platform,Shopping_Frequency_Per_Month,Current_Mood,Primary_Trigger,Product_Category,Made_Impulse_Purchase
36,Male,Unemployed,"₹5,000 - ₹15,000",E-commerce Website,5,Happy,Limited Time Flash Sale,Electronics,No
37,Male,Self-employed,"Above ₹15,000",E-commerce Website,6,Happy,Free Shipping Threshold,Gaming/Digital,Yes
39,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,7,Sad,Attractive Packaging,Beauty/Cosmetics,No
33,Female,Self-employed,"₹5,000 - ₹15,000",Quick Commerce,5,Bored,Limited Time Flash Sale,Gaming/Digital,Yes
26,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,6,Neutral,Limited Time Flash Sale,Gaming/Digital,Yes
29,Male,Employed,"₹2,000 - ₹5,000",Quick Commerce,10,Neutral,Social Media Ad,Beauty/Cosmetics,Yes
37,Male,Unemployed,"₹5,000 - ₹15,000",Social Media Stores,6,Stressed,Free Shipping Threshold,Electronics,No
21,Female,Employed,"Under ₹2,000",Physical In-Store,5,Neutral,Social Media Ad,Food/Snacks,No
30,Other,Employed,"Above ₹15,000",Quick Commerce,4,Happy,Social Media Ad,Electronics,Yes
24,Female,Student,"₹5,000 - ₹15,000",Quick Commerce,3,Happy,Attractive Packaging,Food/Snacks,No
28,Male,Student,"₹5,000 - ₹15,000",Quick Commerce,4,Bored,Free Shipping Threshold,Food/Snacks,No
38,Male,Employed,"Under ₹2,000",E-commerce Website,1,Neutral,Free Shipping Threshold,Gaming/Digital,No
29,Female,Unemployed,"Above ₹15,000",E-commerce Website,7,Neutral,Social Media Ad,Gaming/Digital,Yes
28,Female,Employed,"Under ₹2,000",E-commerce Website,5,Sad,Heavy Discount,Gaming/Digital,No
18,Female,Self-employed,"₹5,000 - ₹15,000",Social Media Stores,6,Bored,Attractive Packaging,Food/Snacks,Yes
33,Female,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,2,Happy,Social Media Ad,Clothing,No
33,Male,Student,"₹5,000 - ₹15,000",Social Media Stores,3,Stressed,Free Shipping Threshold,Food/Snacks,Yes
45,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,4,Happy,Social Media Ad,Gaming/Digital,No
25,Other,Employed,"Under ₹2,000",E-commerce Website,4,Sad,Limited Time Flash Sale,Clothing,No
29,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Bored,Free Shipping Threshold,Clothing,No
29,Male,Student,"₹2,000 - ₹5,000",Quick Commerce,4,Bored,Social Media Ad,Electronics,Yes
40,Male,Unemployed,"₹5,000 - ₹15,000",E-commerce Website,3,Sad,Attractive Packaging,Gaming/Digital,Yes
27,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Bored,Social Media Ad,Gaming/Digital,Yes
30,Female,Employed,"Under ₹2,000",Physical In-Store,3,Happy,Heavy Discount,Clothing,Yes
32,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,7,Stressed,Social Media Ad,Gaming/Digital,No
29,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,8,Neutral,Attractive Packaging,Food/Snacks,No
24,Female,Employed,"₹2,000 - ₹5,000",Physical In-Store,7,Neutral,Free Shipping Threshold,Beauty/Cosmetics,No
29,Male,Self-employed,"Above ₹15,000",Physical In-Store,4,Neutral,Heavy Discount,Beauty/Cosmetics,No
36,Male,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,4,Bored,Social Media Ad,Gaming/Digital,No
19,Male,Employed,"Under ₹2,000",E-commerce Website,6,Neutral,Social Media Ad,Clothing,No
29,Male,Employed,"Under ₹2,000",Physical In-Store,7,Bored,Heavy Discount,Clothing,No
22,Male,Employed,"₹5,000 - ₹15,000",Quick Commerce,4,Neutral,Heavy Discount,Beauty/Cosmetics,Yes
37,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,3,Stressed,Free Shipping Threshold,Beauty/Cosmetics,Yes
18,Female,Student,"Under ₹2,000",E-commerce Website,6,Neutral,Heavy Discount,Gaming/Digital,No
23,Female,Employed,"Under ₹2,000",Quick Commerce,1,Bored,Limited Time Flash Sale,Electronics,Yes
31,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,6,Sad,Free Shipping Threshold,Clothing,No
40,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,10,Neutral,Free Shipping Threshold,Gaming/Digital,No
27,Male,Student,"Under ₹2,000",Quick Commerce,2,Sad,Social Media Ad,Food/Snacks,Yes
23,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,7,Sad,Attractive Packaging,Clothing,No
43,Female,Employed,"Above ₹15,000",Quick Commerce,9,Sad,Limited Time Flash Sale,Gaming/Digital,Yes
18,Male,Employed,"Above ₹15,000",Quick Commerce,8,Neutral,Attractive Packaging,Clothing,No
18,Male,Student,"Above ₹15,000",E-commerce Website,4,Sad,Free Shipping Threshold,Electronics,Yes
31,Female,Student,"₹5,000 - ₹15,000",Physical In-Store,6,Happy,Limited Time Flash Sale,Electronics,No
23,Female,Self-employed,"₹2,000 - ₹5,000",Physical In-Store,5,Bored,Social Media Ad,Clothing,Yes
19,Male,Student,"Under ₹2,000",E-commerce Website,4,Neutral,Attractive Packaging,Clothing,No
33,Male,Employed,"₹2,000 - ₹5,000",Quick Commerce,6,Bored,Social Media Ad,Food/Snacks,Yes
29,Male,Unemployed,"₹5,000 - ₹15,000",E-commerce Website,6,Bored,Limited Time Flash Sale,Food/Snacks,No
23,Female,Employed,"Above ₹15,000",Physical In-Store,5,Neutral,Heavy Discount,Gaming/Digital,Yes
18,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,10,Stressed,Limited Time Flash Sale,Food/Snacks,Yes
34,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,4,Bored,Limited Time Flash Sale,Gaming/Digital,Yes
33,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,9,Neutral,Social Media Ad,Gaming/Digital,Yes
27,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,5,Neutral,Social Media Ad,Food/Snacks,No
42,Male,Employed,"₹2,000 - ₹5,000",Social Media Stores,5,Bored,Attractive Packaging,Clothing,No
19,Male,Student,"₹2,000 - ₹5,000",Physical In-Store,7,Stressed,Heavy Discount,Beauty/Cosmetics,No
18,Female,Employed,"Above ₹15,000",E-commerce Website,6,Bored,Limited Time Flash Sale,Gaming/Digital,Yes
22,Female,Self-employed,"₹2,000 - ₹5,000",Physical In-Store,5,Neutral,Heavy Discount,Food/Snacks,Yes
27,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,3,Bored,Heavy Discount,Food/Snacks,Yes
29,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,9,Stressed,Free Shipping Threshold,Clothing,No
26,Male,Employed,"₹5,000 - ₹15,000",Physical In-Store,6,Neutral,Heavy Discount,Clothing,No
30,Male,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,1,Happy,Heavy Discount,Electronics,Yes
18,Female,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,5,Neutral,Social Media Ad,Electronics,No
39,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,3,Bored,Heavy Discount,Food/Snacks,Yes
27,Female,Employed,"Under ₹2,000",Social Media Stores,5,Bored,Free Shipping Threshold,Food/Snacks,Yes
36,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,3,Stressed,Limited Time Flash Sale,Beauty/Cosmetics,Yes
30,Female,Employed,"₹2,000 - ₹5,000",Social Media Stores,3,Sad,Heavy Discount,Beauty/Cosmetics,No
31,Male,Employed,"Above ₹15,000",E-commerce Website,3,Bored,Attractive Packaging,Clothing,Yes
32,Female,Employed,"Under ₹2,000",Quick Commerce,3,Bored,Attractive Packaging,Food/Snacks,Yes
31,Male,Unemployed,"Under ₹2,000",E-commerce Website,4,Neutral,Heavy Discount,Food/Snacks,No
33,Female,Employed,"Above ₹15,000",E-commerce Website,1,Stressed,Limited Time Flash Sale,Food/Snacks,Yes
38,Other,Employed,"Under ₹2,000",Quick Commerce,0,Happy,Attractive Packaging,Beauty/Cosmetics,Yes
29,Male,Employed,"Under ₹2,000",Social Media Stores,2,Sad,Attractive Packaging,Gaming/Digital,No
33,Male,Student,"Under ₹2,000",Quick Commerce,4,Bored,Social Media Ad,Gaming/Digital,No
27,Male,Employed,"₹5,000 - ₹15,000",Physical In-Store,6,Happy,Attractive Packaging,Electronics,Yes
39,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Bored,Attractive Packaging,Gaming/Digital,No
22,Female,Unemployed,"₹2,000 - ₹5,000",E-commerce Website,6,Bored,Heavy Discount,Electronics,Yes
42,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,2,Stressed,Heavy Discount,Gaming/Digital,No
27,Female,Unemployed,"₹5,000 - ₹15,000",Quick Commerce,3,Neutral,Limited Time Flash Sale,Electronics,No
18,Male,Employed,"Above ₹15,000",E-commerce Website,5,Neutral,Limited Time Flash Sale,Clothing,Yes
29,Female,Student,"Under ₹2,000",Social Media Stores,4,Happy,Attractive Packaging,Clothing,Yes
22,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,4,Neutral,Limited Time Flash Sale,Beauty/Cosmetics,No
34,Female,Student,"Under ₹2,000",E-commerce Website,7,Neutral,Limited Time Flash Sale,Beauty/Cosmetics,No
22,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,4,Stressed,Free Shipping Threshold,Food/Snacks,No
24,Female,Student,"Under ₹2,000",Physical In-Store,6,Bored,Social Media Ad,Clothing,Yes
18,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,2,Stressed,Social Media Ad,Beauty/Cosmetics,Yes
24,Female,Unemployed,"₹5,000 - ₹15,000",E-commerce Website,9,Stressed,Free Shipping Threshold,Electronics,No
18,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Happy,Free Shipping Threshold,Clothing,No
18,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,6,Happy,Limited Time Flash Sale,Clothing,Yes
34,Female,Student,"₹5,000 - ₹15,000",Social Media Stores,6,Happy,Attractive Packaging,Electronics,No
34,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Happy,Free Shipping Threshold,Electronics,Yes
31,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,6,Bored,Limited Time Flash Sale,Clothing,Yes
20,Male,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,6,Stressed,Heavy Discount,Food/Snacks,No
27,Male,Student,"Under ₹2,000",Quick Commerce,7,Stressed,Social Media Ad,Clothing,Yes
27,Male,Employed,"₹2,000 - ₹5,000",Physical In-Store,8,Sad,Free Shipping Threshold,Clothing,No
18,Female,Employed,"₹5,000 - ₹15,000",Quick Commerce,2,Bored,Free Shipping Threshold,Food/Snacks,No
40,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,5,Bored,Free Shipping Threshold,Clothing,No
35,Other,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,4,Stressed,Social Media Ad,Electronics,No
26,Male,Student,"₹2,000 - ₹5,000",E-commerce Website,5,Happy,Free Shipping Threshold,Gaming/Digital,No
28,Male,Employed,"₹5,000 - ₹15,000",Physical In-Store,7,Neutral,Limited Time Flash Sale,Electronics,No
29,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,3,Neutral,Social Media Ad,Food/Snacks,No
18,Male,Employed,"Above ₹15,000",E-commerce Website,8,Sad,Social Media Ad,Food/Snacks,Yes
26,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,7,Sad,Attractive Packaging,Food/Snacks,Yes
22,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,3,Bored,Free Shipping Threshold,Clothing,Yes
19,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,2,Neutral,Limited Time Flash Sale,Food/Snacks,Yes
25,Female,Unemployed,"Above ₹15,000",Quick Commerce,9,Bored,Free Shipping Threshold,Electronics,Yes
42,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,6,Happy,Limited Time Flash Sale,Electronics,No
33,Female,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,2,Bored,Heavy Discount,Food/Snacks,Yes
23,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,6,Happy,Free Shipping Threshold,Gaming/Digital,No
32,Male,Student,"₹2,000 - ₹5,000",Physical In-Store,7,Bored,Social Media Ad,Food/Snacks,Yes
39,Female,Student,"₹5,000 - ₹15,000",Social Media Stores,5,Happy,Attractive Packaging,Electronics,No
35,Female,Employed,"Above ₹15,000",Social Media Stores,8,Bored,Free Shipping Threshold,Clothing,Yes
28,Male,Employed,"Under ₹2,000",E-commerce Website,4,Bored,Social Media Ad,Beauty/Cosmetics,No
22,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,7,Neutral,Social Media Ad,Beauty/Cosmetics,No
33,Male,Employed,"Above ₹15,000",E-commerce Website,2,Stressed,Attractive Packaging,Gaming/Digital,No
31,Male,Unemployed,"Under ₹2,000",Quick Commerce,5,Neutral,Heavy Discount,Electronics,Yes
35,Other,Employed,"₹2,000 - ₹5,000",E-commerce Website,2,Bored,Heavy Discount,Food/Snacks,Yes
33,Female,Employed,"Above ₹15,000",Quick Commerce,4,Happy,Social Media Ad,Electronics,Yes
36,Male,Student,"Above ₹15,000",Quick Commerce,11,Neutral,Heavy Discount,Clothing,Yes
23,Female,Employed,"₹5,000 - ₹15,000",Quick Commerce,4,Stressed,Free Shipping Threshold,Beauty/Cosmetics,Yes
38,Female,Self-employed,"Under ₹2,000",E-commerce Website,6,Stressed,Limited Time Flash Sale,Clothing,Yes
29,Male,Student,"Under ₹2,000",E-commerce Website,7,Neutral,Heavy Discount,Electronics,Yes
44,Female,Unemployed,"₹5,000 - ₹15,000",E-commerce Website,5,Stressed,Limited Time Flash Sale,Beauty/Cosmetics,Yes
22,Female,Unemployed,"Under ₹2,000",Quick Commerce,4,Sad,Limited Time Flash Sale,Food/Snacks,Yes
41,Female,Employed,"Under ₹2,000",E-commerce Website,7,Neutral,Social Media Ad,Electronics,Yes
29,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,6,Bored,Heavy Discount,Food/Snacks,No
22,Female,Student,"₹5,000 - ₹15,000",Quick Commerce,8,Happy,Limited Time Flash Sale,Beauty/Cosmetics,Yes
24,Male,Student,"₹5,000 - ₹15,000",Quick Commerce,5,Sad,Heavy Discount,Electronics,No
25,Female,Student,"Under ₹2,000",E-commerce Website,4,Stressed,Social Media Ad,Beauty/Cosmetics,No
31,Other,Employed,"Under ₹2,000",E-commerce Website,4,Sad,Free Shipping Threshold,Beauty/Cosmetics,Yes
32,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,6,Neutral,Social Media Ad,Electronics,Yes
23,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,6,Stressed,Limited Time Flash Sale,Gaming/Digital,Yes
27,Female,Employed,"₹5,000 - ₹15,000",Quick Commerce,11,Stressed,Social Media Ad,Clothing,Yes
45,Male,Student,"Above ₹15,000",Quick Commerce,5,Bored,Heavy Discount,Food/Snacks,No
41,Female,Employed,"Above ₹15,000",E-commerce Website,3,Neutral,Free Shipping Threshold,Beauty/Cosmetics,Yes
31,Male,Unemployed,"₹5,000 - ₹15,000",E-commerce Website,6,Bored,Free Shipping Threshold,Beauty/Cosmetics,Yes
28,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,9,Happy,Free Shipping Threshold,Electronics,Yes
28,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,2,Happy,Free Shipping Threshold,Food/Snacks,Yes
32,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Bored,Free Shipping Threshold,Clothing,No
19,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,2,Happy,Attractive Packaging,Gaming/Digital,Yes
25,Male,Self-employed,"₹5,000 - ₹15,000",Quick Commerce,3,Stressed,Social Media Ad,Beauty/Cosmetics,Yes
18,Male,Student,"Under ₹2,000",Quick Commerce,5,Neutral,Heavy Discount,Electronics,Yes
31,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,2,Neutral,Free Shipping Threshold,Beauty/Cosmetics,No
33,Female,Employed,"Under ₹2,000",Social Media Stores,6,Stressed,Limited Time Flash Sale,Beauty/Cosmetics,Yes
24,Female,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,5,Stressed,Attractive Packaging,Gaming/Digital,Yes
40,Female,Student,"Above ₹15,000",Social Media Stores,5,Bored,Free Shipping Threshold,Food/Snacks,No
18,Female,Self-employed,"Under ₹2,000",Physical In-Store,2,Stressed,Social Media Ad,Gaming/Digital,Yes
18,Male,Unemployed,"₹5,000 - ₹15,000",E-commerce Website,5,Stressed,Limited Time Flash Sale,Gaming/Digital,Yes
29,Female,Student,"Under ₹2,000",Physical In-Store,5,Stressed,Free Shipping Threshold,Clothing,No
36,Male,Unemployed,"Above ₹15,000",E-commerce Website,7,Happy,Limited Time Flash Sale,Beauty/Cosmetics,Yes
41,Other,Student,"₹5,000 - ₹15,000",Quick Commerce,5,Bored,Social Media Ad,Gaming/Digital,Yes
24,Female,Student,"Above ₹15,000",Quick Commerce,4,Bored,Attractive Packaging,Beauty/Cosmetics,Yes
36,Male,Employed,"Above ₹15,000",Social Media Stores,3,Stressed,Free Shipping Threshold,Food/Snacks,No
27,Male,Unemployed,"₹5,000 - ₹15,000",Social Media Stores,5,Stressed,Free Shipping Threshold,Electronics,No
26,Female,Employed,"Under ₹2,000",E-commerce Website,5,Bored,Heavy Discount,Beauty/Cosmetics,Yes
35,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,7,Happy,Social Media Ad,Food/Snacks,No
33,Male,Employed,"₹2,000 - ₹5,000",Social Media Stores,4,Bored,Heavy Discount,Food/Snacks,Yes
18,Male,Unemployed,"₹5,000 - ₹15,000",E-commerce Website,5,Bored,Attractive Packaging,Beauty/Cosmetics,No
39,Female,Employed,"₹5,000 - ₹15,000",Physical In-Store,4,Happy,Heavy Discount,Clothing,No
39,Female,Student,"₹2,000 - ₹5,000",Social Media Stores,7,Bored,Heavy Discount,Gaming/Digital,No
22,Male,Employed,"Under ₹2,000",E-commerce Website,4,Bored,Free Shipping Threshold,Gaming/Digital,Yes
31,Male,Student,"₹2,000 - ₹5,000",Physical In-Store,7,Bored,Limited Time Flash Sale,Gaming/Digital,No
31,Female,Employed,"Under ₹2,000",E-commerce Website,5,Neutral,Heavy Discount,Clothing,No
30,Female,Student,"₹5,000 - ₹15,000",Physical In-Store,4,Bored,Free Shipping Threshold,Beauty/Cosmetics,No
23,Male,Student,"₹5,000 - ₹15,000",Social Media Stores,7,Neutral,Limited Time Flash Sale,Gaming/Digital,No
22,Male,Self-employed,"₹5,000 - ₹15,000",Social Media Stores,3,Neutral,Heavy Discount,Beauty/Cosmetics,No
27,Female,Employed,"Under ₹2,000",E-commerce Website,0,Neutral,Heavy Discount,Clothing,No
37,Other,Employed,"Above ₹15,000",Quick Commerce,8,Happy,Heavy Discount,Electronics,No
32,Other,Employed,"Under ₹2,000",Quick Commerce,5,Bored,Social Media Ad,Clothing,No
25,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,4,Neutral,Heavy Discount,Clothing,No
34,Male,Employed,"₹5,000 - ₹15,000",Social Media Stores,4,Happy,Heavy Discount,Food/Snacks,No
18,Male,Employed,"Under ₹2,000",E-commerce Website,5,Happy,Social Media Ad,Electronics,No
37,Male,Self-employed,"Under ₹2,000",Social Media Stores,4,Happy,Social Media Ad,Food/Snacks,Yes
18,Male,Employed,"Under ₹2,000",Quick Commerce,6,Bored,Attractive Packaging,Food/Snacks,Yes
25,Other,Employed,"₹5,000 - ₹15,000",E-commerce Website,10,Stressed,Free Shipping Threshold,Beauty/Cosmetics,Yes
19,Female,Employed,"Above ₹15,000",Social Media Stores,6,Neutral,Limited Time Flash Sale,Gaming/Digital,No
18,Female,Employed,"₹5,000 - ₹15,000",Quick Commerce,5,Neutral,Limited Time Flash Sale,Gaming/Digital,Yes
37,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,2,Stressed,Free Shipping Threshold,Food/Snacks,No
24,Female,Unemployed,"₹2,000 - ₹5,000",Physical In-Store,5,Neutral,Heavy Discount,Clothing,No
30,Female,Employed,"Under ₹2,000",Physical In-Store,8,Bored,Limited Time Flash Sale,Beauty/Cosmetics,Yes
27,Male,Employed,"Under ₹2,000",E-commerce Website,6,Stressed,Limited Time Flash Sale,Food/Snacks,Yes
31,Female,Self-employed,"Above ₹15,000",Physical In-Store,4,Happy,Social Media Ad,Beauty/Cosmetics,Yes
28,Male,Employed,"Under ₹2,000",E-commerce Website,6,Happy,Attractive Packaging,Clothing,Yes
18,Male,Student,"Above ₹15,000",E-commerce Website,7,Neutral,Attractive Packaging,Clothing,No
35,Female,Employed,"Under ₹2,000",E-commerce Website,6,Sad,Attractive Packaging,Clothing,No
24,Female,Student,"₹5,000 - ₹15,000",Social Media Stores,5,Sad,Social Media Ad,Beauty/Cosmetics,No
18,Male,Student,"Above ₹15,000",Quick Commerce,9,Neutral,Heavy Discount,Electronics,No
24,Male,Student,"₹2,000 - ₹5,000",Quick Commerce,4,Happy,Social Media Ad,Clothing,No
40,Other,Student,"₹5,000 - ₹15,000",E-commerce Website,6,Bored,Limited Time Flash Sale,Electronics,Yes
34,Female,Self-employed,"₹2,000 - ₹5,000",Social Media Stores,5,Happy,Limited Time Flash Sale,Food/Snacks,No
25,Female,Self-employed,"₹2,000 - ₹5,000",Quick Commerce,5,Neutral,Free Shipping Threshold,Electronics,Yes
25,Male,Employed,"₹2,000 - ₹5,000",Quick Commerce,3,Neutral,Attractive Packaging,Beauty/Cosmetics,No
25,Male,Self-employed,"₹5,000 - ₹15,000",Quick Commerce,6,Stressed,Limited Time Flash Sale,Electronics,Yes
44,Male,Student,"₹2,000 - ₹5,000",Social Media Stores,10,Bored,Social Media Ad,Beauty/Cosmetics,No
31,Male,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,6,Bored,Social Media Ad,Gaming/Digital,No
31,Male,Employed,"Above ₹15,000",Physical In-Store,5,Neutral,Free Shipping Threshold,Clothing,No
36,Male,Student,"₹2,000 - ₹5,000",E-commerce Website,5,Neutral,Free Shipping Threshold,Electronics,No
